ONTOLOGY,ID,pathway,Biodomain
BP,GO:0033628,regulation of cell adhesion mediated by integrin,Structural Stabilization
BP,GO:0051894,positive regulation of focal adhesion assembly,Structural Stabilization
BP,GO:0061440,kidney vasculature development,Vasculature
BP,GO:1902430,negative regulation of amyloid-beta formation,APP Metabolism
BP,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,Cell Cycle
BP,GO:0006305,DNA alkylation,Epigenetic
BP,GO:0006306,DNA methylation,Epigenetic
BP,GO:0031058,positive regulation of histone modification,Epigenetic
BP,GO:0051209,release of sequestered calcium ion into cytosol,Mitochondrial Metabolism
BP,GO:0031297,replication fork processing,none
BP,GO:0032727,positive regulation of interferon-alpha production,none
BP,GO:0042551,neuron maturation,none
BP,GO:0071545,inositol phosphate catabolic process,none
BP,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,Apoptosis
BP,GO:0043981,histone H4-K5 acetylation,Epigenetic
BP,GO:0043982,histone H4-K8 acetylation,Epigenetic
BP,GO:1900739,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,Mitochondrial Metabolism
BP,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,Mitochondrial Metabolism
CC,GO:0031616,spindle pole centrosome,none
BP,GO:0032495,response to muramyl dipeptide,none
BP,GO:0034198,cellular response to amino acid starvation,none
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,none
BP,GO:0060037,pharyngeal system development,none
BP,GO:1903205,regulation of hydrogen peroxide-induced cell death,Oxidative Stress
CC,GO:0008250,oligosaccharyltransferase complex,Proteostasis
BP,GO:0051131,chaperone-mediated protein complex assembly,Proteostasis
BP,GO:0071826,ribonucleoprotein complex subunit organization,Proteostasis
BP,GO:0035590,purinergic nucleotide receptor signaling pathway,Immune Response
BP,GO:0045066,regulatory T cell differentiation,Immune Response
MF,GO:0005545,1-phosphatidylinositol binding,Lipid Metabolism
BP,GO:0008299,isoprenoid biosynthetic process,Lipid Metabolism
BP,GO:0010888,negative regulation of lipid storage,Lipid Metabolism
BP,GO:1903955,positive regulation of protein targeting to mitochondrion,Mitochondrial Metabolism
BP,GO:0032507,maintenance of protein location in cell,none
BP,GO:0035813,regulation of renal sodium excretion,none
BP,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,none
BP,GO:0045185,maintenance of protein location,none
BP,GO:0045920,negative regulation of exocytosis,none
BP,GO:0050849,negative regulation of calcium-mediated signaling,none
BP,GO:0060443,mammary gland morphogenesis,none
BP,GO:0072160,nephron tubule epithelial cell differentiation,none
CC,GO:0097014,ciliary plasm,none
BP,GO:0032206,positive regulation of telomere maintenance,DNA Repair
BP,GO:0032206,positive regulation of telomere maintenance,Epigenetic
BP,GO:0035723,interleukin-15-mediated signaling pathway,Immune Response
BP,GO:0071350,cellular response to interleukin-15,Immune Response
MF,GO:0005506,iron ion binding,Metal Binding and Homeostasis
MF,GO:0001098,basal transcription machinery binding,none
MF,GO:0001099,basal RNA polymerase II transcription machinery binding,none
MF,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,none
BP,GO:0015949,nucleobase-containing small molecule interconversion,none
BP,GO:0035331,negative regulation of hippo signaling,none
BP,GO:0042745,circadian sleep/wake cycle,none
MF,GO:0050998,nitric-oxide synthase binding,none
BP,GO:0055010,ventricular cardiac muscle tissue morphogenesis,none
BP,GO:0061213,positive regulation of mesonephros development,none
BP,GO:0071295,cellular response to vitamin,none
BP,GO:0071875,adrenergic receptor signaling pathway,none
BP,GO:1901185,negative regulation of ERBB signaling pathway,none
BP,GO:0032967,positive regulation of collagen biosynthetic process,Structural Stabilization
BP,GO:0090128,regulation of synapse maturation,Synapse
BP,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",DNA Repair
BP,GO:0099638,endosome to plasma membrane protein transport,Endolysosome
CC,GO:0000812,Swr1 complex,Epigenetic
BP,GO:0010847,regulation of chromatin assembly,Epigenetic
BP,GO:0002699,positive regulation of immune effector process,Immune Response
BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,Immune Response
BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,none
MF,GO:0005003,ephrin receptor activity,none
BP,GO:0018958,phenol-containing compound metabolic process,none
BP,GO:0034390,smooth muscle cell apoptotic process,none
BP,GO:0034391,regulation of smooth muscle cell apoptotic process,none
BP,GO:0042659,regulation of cell fate specification,none
MF,GO:0048019,receptor antagonist activity,none
BP,GO:0072576,liver morphogenesis,none
CC,GO:0030126,COPI vesicle coat,Proteostasis
MF,GO:0051087,chaperone binding,Proteostasis
BP,GO:1901799,negative regulation of proteasomal protein catabolic process,Proteostasis
BP,GO:1902259,regulation of delayed rectifier potassium channel activity,Synapse
BP,GO:0010828,positive regulation of glucose transmembrane transport,none
BP,GO:0042733,embryonic digit morphogenesis,none
BP,GO:0071371,cellular response to gonadotropin stimulus,none
BP,GO:0071880,adenylate cyclase-activating adrenergic receptor signaling pathway,none
BP,GO:0090336,positive regulation of brown fat cell differentiation,none
BP,GO:1901741,positive regulation of myoblast fusion,none
BP,GO:0006417,regulation of translation,Proteostasis
MF,GO:0005254,chloride channel activity,Synapse
CC,GO:0043083,synaptic cleft,Synapse
BP,GO:0070233,negative regulation of T cell apoptotic process,Apoptosis
BP,GO:0043029,T cell homeostasis,Immune Response
BP,GO:0097035,regulation of membrane lipid distribution,Lipid Metabolism
BP,GO:0009163,nucleoside biosynthetic process,none
BP,GO:0035458,cellular response to interferon-beta,none
BP,GO:0043627,response to estrogen,none
BP,GO:0006446,regulation of translational initiation,Proteostasis
BP,GO:0021534,cell proliferation in hindbrain,none
BP,GO:0033750,ribosome localization,none
BP,GO:0048747,muscle fiber development,none
BP,GO:0000054,ribosomal subunit export from nucleus,Proteostasis
BP,GO:0001569,branching involved in blood vessel morphogenesis,Vasculature
BP,GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,Cell Cycle
CC,GO:1990023,mitotic spindle midzone,Cell Cycle
BP,GO:0046629,gamma-delta T cell activation,Immune Response
BP,GO:0010092,specification of animal organ identity,none
MF,GO:0016273,arginine N-methyltransferase activity,none
MF,GO:0016274,protein-arginine N-methyltransferase activity,none
BP,GO:0032400,melanosome localization,none
BP,GO:0035246,peptidyl-arginine N-methylation,none
BP,GO:0055075,potassium ion homeostasis,none
CC,GO:0071564,npBAF complex,none
BP,GO:1905331,negative regulation of morphogenesis of an epithelium,none
MF,GO:0022824,transmitter-gated ion channel activity,Synapse
MF,GO:0022835,transmitter-gated channel activity,Synapse
BP,GO:0019229,regulation of vasoconstriction,Vasculature
BP,GO:0045806,negative regulation of endocytosis,Endolysosome
BP,GO:0002762,negative regulation of myeloid leukocyte differentiation,Immune Response
MF,GO:0047676,arachidonate-CoA ligase activity,Lipid Metabolism
BP,GO:0033198,response to ATP,none
BP,GO:0060042,retina morphogenesis in camera-type eye,none
BP,GO:0060713,labyrinthine layer morphogenesis,none
BP,GO:0080154,regulation of fertilization,none
MF,GO:0035256,G protein-coupled glutamate receptor binding,Synapse
CC,GO:0035098,ESC/E(Z) complex,Epigenetic
CC,GO:0043218,compact myelin,Myelination
CC,GO:0000784,"nuclear chromosome, telomeric region",none
CC,GO:0005865,striated muscle thin filament,none
BP,GO:1905209,positive regulation of cardiocyte differentiation,none
BP,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,Vasculature
BP,GO:0002115,store-operated calcium entry,none
BP,GO:0007202,activation of phospholipase C activity,none
BP,GO:0034033,purine nucleoside bisphosphate biosynthetic process,Cell Cycle
BP,GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,Cell Cycle
BP,GO:0009299,mRNA transcription,none
MF,GO:0015294,solute:cation symporter activity,none
CC,GO:0016442,RISC complex,none
CC,GO:0031332,RNAi effector complex,none
BP,GO:0033866,nucleoside bisphosphate biosynthetic process,none
BP,GO:0034030,ribonucleoside bisphosphate biosynthetic process,none
BP,GO:0035666,TRIF-dependent toll-like receptor signaling pathway,none
CC,GO:0042627,chylomicron,none
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,none
BP,GO:0060487,lung epithelial cell differentiation,none
BP,GO:0090189,regulation of branching involved in ureteric bud morphogenesis,none
BP,GO:1901503,ether biosynthetic process,none
BP,GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,none
MF,GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,Lipid Metabolism
BP,GO:0003128,heart field specification,none
BP,GO:0021932,hindbrain radial glia guided cell migration,none
BP,GO:0031952,regulation of protein autophosphorylation,none
BP,GO:0043586,tongue development,none
BP,GO:0048755,branching morphogenesis of a nerve,none
BP,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,none
BP,GO:1904380,endoplasmic reticulum mannose trimming,Proteostasis
BP,GO:1901201,regulation of extracellular matrix assembly,Structural Stabilization
MF,GO:0016493,C-C chemokine receptor activity,Immune Response
BP,GO:0006677,glycosylceramide metabolic process,Lipid Metabolism
BP,GO:0042448,progesterone metabolic process,Lipid Metabolism
BP,GO:1905953,negative regulation of lipid localization,Lipid Metabolism
BP,GO:0051238,sequestering of metal ion,Metal Binding and Homeostasis
MF,GO:0070742,C2H2 zinc finger domain binding,Metal Binding and Homeostasis
BP,GO:0030150,protein import into mitochondrial matrix,Mitochondrial Metabolism
MF,GO:0042578,phosphoric ester hydrolase activity,none
BP,GO:0044406,adhesion of symbiont to host,none
MF,GO:0048027,mRNA 5'-UTR binding,none
BP,GO:0051261,protein depolymerization,none
BP,GO:0051282,regulation of sequestering of calcium ion,none
BP,GO:0060306,regulation of membrane repolarization,none
BP,GO:1902563,regulation of neutrophil activation,none
BP,GO:0034333,adherens junction assembly,Structural Stabilization
BP,GO:1904948,midbrain dopaminergic neuron differentiation,Synapse
BP,GO:0048261,negative regulation of receptor-mediated endocytosis,Endolysosome
BP,GO:0032204,regulation of telomere maintenance,Epigenetic
MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",none
BP,GO:0051409,response to nitrosative stress,none
BP,GO:0060253,negative regulation of glial cell proliferation,none
BP,GO:0098732,macromolecule deacylation,none
BP,GO:0042416,dopamine biosynthetic process,Synapse
MF,GO:0099095,ligand-gated anion channel activity,Synapse
BP,GO:0042310,vasoconstriction,Vasculature
BP,GO:1900221,regulation of amyloid-beta clearance,APP Metabolism
BP,GO:0009265,2'-deoxyribonucleotide biosynthetic process,none
MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",none
BP,GO:0021517,ventral spinal cord development,none
CC,GO:0032809,neuronal cell body membrane,none
BP,GO:0043403,skeletal muscle tissue regeneration,none
BP,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,none
BP,GO:0046385,deoxyribose phosphate biosynthetic process,none
BP,GO:0000027,ribosomal large subunit assembly,Proteostasis
MF,GO:0004252,serine-type endopeptidase activity,Proteostasis
BP,GO:0031116,positive regulation of microtubule polymerization,Structural Stabilization
BP,GO:0060384,innervation,Synapse
CC,GO:0071565,nBAF complex,Synapse
BP,GO:0010232,vascular transport,Vasculature
BP,GO:0048714,positive regulation of oligodendrocyte differentiation,Myelination
BP,GO:0014745,negative regulation of muscle adaptation,none
BP,GO:2000725,regulation of cardiac muscle cell differentiation,none
BP,GO:0048311,mitochondrion distribution,Mitochondrial Metabolism
BP,GO:0051043,regulation of membrane protein ectodomain proteolysis,none
CC,GO:0016235,aggresome,Proteostasis
BP,GO:0001820,serotonin secretion,Synapse
MF,GO:0022829,wide pore channel activity,Synapse
BP,GO:0009268,response to pH,none
BP,GO:0032048,cardiolipin metabolic process,none
BP,GO:0043631,RNA polyadenylation,none
BP,GO:0044782,cilium organization,none
BP,GO:0045780,positive regulation of bone resorption,none
BP,GO:0046852,positive regulation of bone remodeling,none
BP,GO:0048484,enteric nervous system development,none
BP,GO:0051851,modulation by host of symbiont process,none
MF,GO:0042043,neurexin family protein binding,Synapse
BP,GO:0001783,B cell apoptotic process,Apoptosis
MF,GO:0046975,histone methyltransferase activity (H3-K36 specific),Epigenetic
MF,GO:0071617,lysophospholipid acyltransferase activity,Lipid Metabolism
MF,GO:0004497,monooxygenase activity,none
